id,name,result,duration,passed
1,246727,OtherPass,7.56,True
1,2951556,OtherPass,6.63,True
1,9f782f83e25d3c9eb202,ImportError,1.88,False
1,9395cd6d36c7ac3be2d1,OtherPass,0.79,True
1,2972ba872df05cb5f0c3,ImportError,1.15,False
1,69da10ec6f22c6d7b92deefdb4a4f475,ModuleNotFound,17.67,False
1,4451253,OtherPass,3.11,True
1,8973947,ImportError,9.11,False
1,2031484,ModuleNotFound,0.07,False
1,6af6a8478561aa8a0121,OtherPass,1.48,True
1,7671688,ImportError,4.46,False
1,8086892,ImportError,9.68,False
1,795cc1fd6d0c9069b20204cbd133e36b,OtherPass,0.5,True
1,b5e7a80691ed5e44e7fea1964bae18dc,ModuleNotFound,1.22,False
1,539928493c4e74b3ec112f4cf4a6df91,ModuleNotFound,8.66,False
1,9089444,ModuleNotFound,6.47,False
1,1265346,OtherPass,3.58,True
1,9763549,ModuleNotFound,7.42,False
1,6581415,ImportError,1.77,False
1,df919538bcef391bc89f,TypeError,10.12,True
1,347596,OtherPass,0.58,True
1,4656144,ImportError,1.18,False
1,ffb1b5f12d7ad787f6e4,ImportError,3.74,False
1,9646279d220994222845,OtherFailure,1.54,False
1,1858252,NameError,1.9,True
1,5540702,OtherPass,3.6,True
1,5953776,SyntaxError,1.72,True
1,2011426,AttributeError,4.08,True
1,4c5dc5b2b267b43bb4c399ca9115c3f8,OtherPass,1.64,True
1,9842903,NameError,1.6,True
1,3cefcc92891c4f1571f8,ModuleNotFound,1.2,False
1,019fd5c706e0bc94879f,ImportError,6.63,False
1,3978536,OtherPass,5.31,True
1,051e881fc94fe4a49295,TypeError,1.12,True
1,3166d6123bd26c066c462328bebcf0c0,OtherFailure,1.31,False
1,704add465613d5ca0d53,AttributeError,1.11,True
1,1351047,OtherPass,14.78,True
1,2ec85f1f8fe0d4f44b6f,OtherFailure,5.53,False
1,7634c596fe7669a54321,OtherPass,8.32,True
1,1147973,SyntaxError,2.41,True
1,d6cd0fb8c85e1547c3c60f95f5b2d5e1,OtherPass,5.19,True
1,4a4e7e700c34c04160b93aa03a14861c,AttributeError,17.25,True
1,4571292,ModuleNotFound,2.19,False
1,6055795,ImportError,1.75,False
1,5292f95000e409e239b9dc973295327a,ModuleNotFound,4.08,False
1,f551b2b6fd4d6b6e1ef2,ModuleNotFound,1.34,False
1,1041172,ImportError,1.39,False
1,27f33798d12317575c6c,ImportError,1.26,False
1,fc1527d6d9492b59c610,NameError,5.1,True
1,1337131,ModuleNotFound,2.21,False
1,125559,AttributeError,4.24,True
1,2e11b48f431c53b101db6cb817b2fc7f,OtherPass,5.96,True
1,3a96a407e16dae155744,ModuleNotFound,0.03,False
1,de22705b5f7ef778806b,SyntaxError,1.57,True
1,4463756,OtherPass,0.11,True
1,bce98c5c1688fc833475,ModuleNotFound,0.9,False
1,11405336,OtherFailure,19.39,False
1,75483d51641a0c03bf7c,OtherPass,6.82,True
1,95a2a749ceb47ad4eb1ff6d1f8d73c5c,NameError,16.96,True
1,434e185ce543ca1c8a99,ModuleNotFound,2.42,False
1,968909,ImportError,12.92,False
1,4f3a3b3c1828e6d781b624f378890cb0,OtherPass,1.38,True
1,2019037,ImportError,1.28,False
1,5a073b72c94de357d453,ModuleNotFound,8.6,False
1,37d73786afab7da6037f,ModuleNotFound,2.23,False
1,8664457,OtherPass,6.94,True
1,7f4e44a42b8e1f457f77,OtherPass,4.75,True
1,8112114,ModuleNotFound,1.55,False
1,1395810,ModuleNotFound,0.06,False
1,1229770,ImportError,12.22,False
1,5663cc76aa329b2ddfb5,OtherFailure,1.43,False
1,2397ca6bea914adedb30b8bad4d14686,ModuleNotFound,1.55,False
1,e3556f0089e89970bf9b,ImportError,7.04,False
1,d29d079100f8d81b905e,OtherPass,10.84,True
1,a56d5446416f5ad2bbac,ImportError,0.45,False
1,6049584,OtherPass,39.96,True
1,1433794,OtherPass,9.23,True
1,9b2b3e8a6c67697279d3724dce5dab3c,ImportError,0.39,False
1,7805193,OtherPass,0.06,True
1,30839ae0280a5077b8669757e5efa75d,ImportError,0.89,False
1,aa46105d34349543582b177ae79f32f0,OtherPass,17.09,True
1,7dc87b8d1dc16b025e7019113cc2de93,OtherPass,17.42,True
1,e37a85fb0258b045c005ca3db9cbc7f6,AttributeError,2.23,True
1,5002929,OtherPass,12.96,True
1,9f49f91bd7d0a527fdb5,ImportError,6.21,False
1,ae2a7adaab133c61a059,ModuleNotFound,5.02,False
1,5eda4214788429e9d09c060cca10971f,ModuleNotFound,12.99,False
1,2773137,OtherFailure,14.8,False
1,1165038,AttributeError,4.56,True
1,6ca93b8309f05055c6a3,AttributeError,0.48,True
1,5017218,OtherPass,10.17,True
1,881cd3e0f8836121226a04efb9e2ae18,AttributeError,1.1,True
1,35fb758c18036d7f8640,ImportError,8.75,False
1,5225027,ModuleNotFound,8.36,False
1,7344542,OtherPass,17.17,True
1,5722085,ImportError,0.94,False
1,31eee50b9aaebf387b380f70054575c5,OtherPass,7.87,True
1,3b258f5287fcc181aacf,ImportError,21.75,False
1,4a07818b8a21dd5c49013b9ed496cb70,ModuleNotFound,1.5,False
1,9f1793c4d1f466d3b58966da36b54fad,TypeError,6.68,True
1,1436671,ImportError,23.86,False
1,2968620,ModuleNotFound,1.41,False
1,8414494,OtherFailure,1.08,False
1,1714d2952c09b96ba2d8777f1cbf9de1,OtherPass,5.03,True
1,7812916,ImportError,1.45,False
1,1497850,ImportError,6.5,False
1,1935808,ImportError,0.65,False
1,011004bcac763eaf6f28,ModuleNotFound,1.25,False
1,44822f94af25f11a2fda5beba2593229,OtherPass,11.16,True
1,035dc3b722b7f89cce66520dde285c9a,ImportError,3.96,False
1,7a41da7aabb8455d0898db362335e139,OtherPass,7.78,True
1,2577781,ModuleNotFound,3.01,False
1,0d1baad4e3a871587ab1,OtherPass,1.81,True
1,4131398,OtherPass,7.84,True
1,754329,ModuleNotFound,8.35,False
1,be7e84c9d61c4869e981,AttributeError,1.0,True
1,379cc31c29cfb5bdc9a0,ImportError,1.51,False
1,1054969,ModuleNotFound,2.29,False
1,1387470,ImportError,16.74,False
1,1423373,OtherPass,8.95,True
1,3839812,ModuleNotFound,1.2,False
1,d049a307a271052dc740,OtherPass,3.58,True
1,e6d0864738da10cb9685,OtherPass,2.98,True
1,f112560fd04ce43c53d4,OtherPass,1.74,True
1,396e85fe4facca626782,OtherPass,1.67,True
1,2660685,OtherFailure,3.33,False
1,8877450,ModuleNotFound,3.04,False
1,df0b30453338946e639449710862822d,OtherPass,3.93,True
1,0ec0c3f5ca69bac2b625,OtherPass,0.06,True
1,6874944,ImportError,1.78,False
1,5437131,SyntaxError,1.75,True
1,4792fc97f8a4094ac90d,ModuleNotFound,1.83,False
1,1219955,ModuleNotFound,16.59,False
1,d1af2b73d38fbceee5c848fc9cf641ce,ModuleNotFound,2.45,False
1,1727204,OtherPass,2.25,True
1,630df68eb42d881755a3e30343252f74,ImportError,4.38,False
1,29c51b6997c3e3bff568,AttributeError,0.07,True
1,4667205,OtherPass,1.84,True
1,79405fa0f930e41544b584c4d7864611,OtherFailure,4.16,False
1,5a9f5f02c53b3fa648c5704e34b1db8a,ModuleNotFound,1.79,False
1,6404683,OtherFailure,2.54,False
1,5232301,OtherFailure,0.0,False
1,0618f44dc5270f9a2be2826d0d933ed7,ModuleNotFound,4.52,False
1,a68d6f32f4985ed547ce,OtherPass,0.45,True
1,349423,OtherPass,1.29,True
1,4016539,OtherPass,5.36,True
1,586056,OtherPass,1.67,True
1,10005117,OtherPass,4.04,True
1,4470212,ModuleNotFound,13.81,False
1,1283684,ImportError,0.02,False
1,b19bb35f5484af5d7622,ImportError,1.8,False
1,5996074,OtherPass,5.66,True
1,1919511,OtherFailure,7.06,False
1,a5808fe356b8da031837,OtherPass,76.04,True
1,5480533,ImportError,2.4,False
1,ebb282c3b73c41c1404123de6cea4771,ImportError,6.23,False
1,5515619,ImportError,33.3,False
1,771426542eb36afeb56ce8b163560a4c,ImportError,37.12,False
1,6327611,ImportError,1.14,False
1,6622819,ImportError,23.33,False
1,52bba57f724e38229da9d85fbc85b673,OtherPass,15.68,True
1,69aae99be6f6acfadf2073817c2f61b0,AttributeError,0.53,True
1,504232,SyntaxError,8.89,True
1,b18ce332bde37e156034e5d3f60f8a23,AttributeError,0.52,True
1,4d0f862d981d9bfc6b4f,OtherPass,8.63,True
1,7540117,ModuleNotFound,20.73,False
1,3948701,SyntaxError,1.32,True
1,5022297,ImportError,1.42,False
1,3750774,ModuleNotFound,6.61,False
1,3009143,ImportError,0.34,False
1,5173293,ImportError,4.27,False
1,6471e364501e7c62a0c41d92fa6090bc,OtherPass,0.78,True
1,f27efd1ddcbf57be0d14031a5e692015,ModuleNotFound,1.72,False
1,7870550,ImportError,19.74,False
1,1728255,OtherFailure,4.55,False
1,18531dba2bec928424c0,OtherPass,16.82,True
1,380c24afec20963617c82c43590b78f2,ImportError,9.43,False
1,1561144,OtherPass,0.66,True
1,bdb31b04fb1e69fa5346,ModuleNotFound,2.34,False
1,2232681,ModuleNotFound,20.4,False
1,5e9a7c0d46cfdfe00104,ModuleNotFound,0.0,False
1,3696512,ImportError,0.05,False
1,780003,ModuleNotFound,1.4,False
1,324968,ImportError,1.4,False
1,5053686,ImportError,17.22,False
1,6230787,OtherPass,9.88,True
1,1134410,ModuleNotFound,1.95,False
1,1878983,OtherPass,51.8,True
1,949ba045d1471c03ae7c,OtherPass,9.45,True
1,5f54de51270d4c2d2747,OtherPass,15.73,True
1,850ab7372d51005fdfd7,OtherPass,2.0,True
1,9dad6c4ab0d8d7dbf3dc,OtherPass,0.31,True
1,1f66e4d58074d64c8268,OtherPass,2.81,True
1,fbca5503c391c265f958f49b60af6bae,OtherPass,7.03,True
1,4180945,OtherPass,0.03,True
1,4050951,ModuleNotFound,1.7,False
1,1052286,ImportError,30.01,False
1,8470123,ImportError,5.74,False
1,9901745,OtherPass,22.35,True
1,86b60a7723b97da19f7bfa3cb7d2690e,OtherPass,58.45,True
